cat,dist
0,3.50097
0,4.34753
0,3.04793
0,3.4396
0,2.15632
0,0.41502
0,0.61322
0,1.82903
0,3.33423
0,1.27893
0,0.1812
0,0.99693
0,0.25664
0,0.49524
0,2.88754
0,1.35996
0,3.86904
0,2.16374
0,1.56658
0,1.30699
0,4.20328
0,0.17935
0,4.04943
0,0.01152
0,0.05689
0,6.52773
0,6.64561
0,1.53276
0,1.76795
0,1.60782
0,4.66041
0,0.64529
0,5.31796
0,0.33376
0,0.81101
0,1.66623
0,2.43053
0,6.7071
0,0.68116
0,0.2452
0,1.08667
0,0.02935
0,0.79099
0,0.0672
0,3.65854
0,1.52806
0,3.935
0,1.42573
0,2.76694
0,5.33317
0,1.53105
0,0.06876
0,2.29122
0,2.35056
0,2.03767
0,2.01246
0,2.51804
0,1.09565
0,0.02333
0,5.79278
0,2.60676
0,2.87357
0,1.27643
0,0.0696
0,0.62492
0,0.93033
0,2.15112
0,1.38477
0,0.97383
0,2.37117
0,0.41632
0,0.31995
0,1.06201
0,0.22264
0,4.87586
0,1.87619
0,2.17023
0,1.07742
0,1.78127
0,2.73291
0,1.43628
0,2.74586
0,0.35119
0,0.55024
0,1.30288
0,0.03824
0,3.32231
0,4.2677
0,4.55021
0,3.10159
0,2.04892
0,2.12098
0,0.63189
0,0.3637
0,5.18198
0,0.42851
0,0.58122
0,1.94659
0,0.12463
0,2.34626
0,2.81811
0,2.48434
0,1.32646
0,1.33268
0,2.26351
0,0.0863
0,3.24616
0,3.55397
0,2.50608
0,0.4935
0,5.18571
0,6.80527
0,2.06771
0,1.81486
0,0.48818
0,2.56637
0,0.765
0,1.36298
0,1.23676
0,2.01761
0,0.72155
0,6.60083
0,0.73822
0,1.18636
0,3.40172
0,0.99327
0,1.7803
0,1.06768
0,0.05917
0,1.32299
0,1.56085
0,1.34414
0,1.93023
0,0.22259
0,2.13974
0,1.87485
0,0.98505
0,1.98395
0,0.25296
0,0.58678
0,5.55109
0,0.31285
0,0.03312
0,0.24274
0,1.46707
0,0.27264
0,0.89165
0,0.91449
0,0.64574
0,1.04671
0,6.84778
0,0.61329
0,1.55126
0,0.28885
0,5.6607
0,5.69596
0,4.06301
0,1.17424
0,1.77121
0,0.254
0,6.21892
0,1.79528
0,2.18854
0,1.54143
0,1.06529
0,0.6389
0,0.19006
0,1.12619
0,2.80124
0,2.14819
0,1.11154
0,0.92597
0,1.33754
0,1.98249
0,2.52775
0,0.89957
0,0.25306
0,3.98765
0,2.02087
0,0.93892
0,0.58112
0,0.3044
0,0.16153
0,1.91727
0,0.69648
0,0.95422
0,0.57675
0,4.14903
0,1.27508
0,4.78561
0,1.60522
0,1.93037
0,1.92973
0,0.89173
0,2.9559
0,0.88442
0,2.63933
0,2.6812
0,0.84752
0,0.94119
0,2.5816
0,1.43359
0,0.38084
0,1.47099
0,3.56293
0,0.03903
0,0.11709
0,2.86015
0,1.4102
0,0.99428
0,6.39966
0,2.35243
0,4.03178
0,2.22699
0,0.26372
0,1.58775
0,1.59615
0,1.86128
0,2.07492
0,1.61469
0,1.39499
0,4.3888
0,6.43843
0,0.76252
0,0.73839
0,0.83289
0,1.08936
0,3.12415
0,2.05374
0,0.57228
0,1.01955
0,3.0292
0,1.02436
0,1.63143
0,0.38135
0,1.07065
0,5.37857
0,1.16129
0,0.94473
0,0.88622
0,2.8036
0,0.79071
0,2.64755
0,1.41759
0,2.48378
0,1.95816
0,0.84982
0,1.43693
0,1.80891
0,2.11907
0,2.08316
0,4.27534
0,5.49218
0,0.38222
0,1.76303
0,0.91753
0,0.91557
0,0.55919
0,1.44869
0,4.02765
0,1.33656
0,1.00424
0,0.54047
0,0.65142
0,0.46406
0,5.08279
0,0.17808
0,0.4985
0,2.46433
0,0.93893
0,0.98746
0,0.35718
0,0.57076
0,2.58665
0,0.27487
0,1.64649
0,1.89786
0,2.00388
0,1.60668
0,1.22658
0,1.34038
0,1.7369
0,0.0891
0,0.08871
0,0.57818
0,2.825
0,1.88438
0,4.24615
0,0.78543
0,7.00417
0,0.00185
0,1.2451
0,0.53496
0,1.74107
0,1.72416
0,0.41347
0,2.92258
0,3.70014
0,1.94912
0,1.58881
0,0.26713
0,4.83893
0,0.81712
0,1.73927
0,2.24377
0,3.33662
0,0.9993
0,2.51784
0,1.83265
0,3.21493
0,0.12829
0,0.9123
0,1.51661
0,1.15399
0,6.08938
0,1.68044
0,0.67296
0,1.72027
0,3.84377
0,1.6312
0,0.9617
0,2.1251
0,0.98216
0,0.02088
0,5.8215
0,0.97999
0,2.62018
0,2.67692
0,1.54756
0,0.42445
0,0.7035
0,0.20919
0,1.87682
0,0.86126
0,0.06784
0,1.08655
0,2.58427
0,1.0872
0,2.58249
0,0.19023
0,1.59605
0,0.49096
0,0.36207
0,0.15441
0,2.39509
0,0.20766
0,1.3101
0,3.51017
0,2.10336
0,0.48542
0,3.29842
0,2.31194
0,0.22525
0,0.50202
0,1.10668
0,5.23469
0,0.13645
0,3.74945
0,2.55173
0,0.13244
0,0.48222
0,2.78044
0,4.75097
0,0.33354
0,0.75779
0,1.17533
0,2.33593
0,0.91207
0,2.03615
0,0.55533
0,2.42748
0,0.06883
0,1.35613
0,1.06153
0,0.16633
0,0.70601
0,0.53347
0,0.35407
0,2.26367
0,0.37292
0,0.19127
0,2.95412
0,0.07839
0,5.20225
0,0.15091
0,0.4123
0,0.16835
0,2.47573
0,0.44694
0,0.31758
0,1.68744
0,3.18674
0,2.13682
0,0.16521
0,3.32145
0,2.05018
0,0.15913
0,2.83789
0,1.93357
0,1.5259
0,2.897
0,0.7016
0,0.96365
0,2.06605
0,0.94639
0,0.74595
0,2.61527
0,1.74553
0,5.20699
0,2.58096
0,3.50387
0,2.17032
0,0.91251
0,0.35231
0,1.52815
0,0.86464
0,2.12335
0,0.13543
0,2.32199
0,0.01664
0,0.76484
0,0.22656
0,0.54733
0,2.7953
0,0.68394
0,1.94014
0,5.28115
0,4.09049
0,1.06698
0,0.09584
0,0.33063
0,0.86259
0,3.89147
0,2.76526
0,0.31191
0,1.06247
0,1.03074
0,0.97983
0,0.68534
0,0.69287
0,0.70375
0,3.26725
0,0.1408
0,1.99493
0,0.58349
0,0.20111
0,2.81378
0,1.28598
0,0.66392
0,0.10058
0,2.51667
0,1.90823
0,1.58944
0,1.02299
0,0.02329
0,0.16571
0,3.29531
0,0.04805
0,0.96633
0,1.20779
0,0.2462
0,0.17415
0,0.62455
0,2.34042
0,0.16658
0,0.22515
0,1.47086
0,0.69451
0,2.54939
0,3.60802
0,0.13024
0,0.22115
0,3.10693
0,1.75979
0,4.23207
0,0.53904
0,0.02802
0,0.77502
0,0.99933
0,1.56272
0,5.79314
0,0.51273
0,0.60915
0,4.93611
0,3.24143
0,0.45406
0,0.90949
0,0.39721
0,2.27542
0,2.21321
0,0.14825
0,0.31139
0,1.15467
0,0.70727
0,1.18477
0,4.1183
0,2.01036
0,3.84048
0,3.52942
0,2.9166
0,1.00501
0,0.3471
0,0.21845
0,0.76564
0,5.28563
0,0.96184
0,2.62078
0,1.98221
0,0.53019
0,0.06869
0,1.92476
0,0.70384
0,0.8968
0,6.93369
0,5.86318
0,0.43951
0,0.33615
0,1.67512
0,0.89392
0,1.28062
0,1.14208
0,0.99099
0,6.9862
0,3.17809
0,1.49889
0,0.53964
0,0.56461
0,0.16835
0,0.76207
0,1.96085
0,1.68987
